APA_ID	Transcript	Gene	Gene_Name	Chr	LastExon.Start	LastExon.End	Strand	UTR3.Start	UTR3.End	Length	Num_Events	P525L_Rep1.PAU	P525L_Rep2.PAU	P525L_Rep3.PAU	WT_Rep1.PAU	WT_Rep2.PAU	WT_Rep3.PAU	P525L_Rep1.TPM	P525L_Rep2.TPM	P525L_Rep3.TPM	WT_Rep1.TPM	WT_Rep2.TPM	WT_Rep3.TPM	TPM_pass_n	Expression_Pass	WT_mean_PAU	FUS_P525L_mean_PAU	DeltaPAU	P_value	FDR	minus_log10_P	Min_Length	Max_Length	APA_Site	Mechanism	Four_Category
ENSG00000006652.16_2_D	ENST00000005558	ENSG00000006652.16	IFRD1	chr7	112475429	112476192	+	112475519	112476192	673	2	100	100	100	100	100	100	235.819047	193.764222	266.56982	343.53501	286.306548	312.855045	6	TRUE	100	100	0	1	1	0	673	673	Intermediate	NS	NS
ENSG00000006210.8_3_D	ENST00000006053,ENST00000564948,ENST00000565912	ENSG00000006210.8	CX3CL1	chr16	57382029	57385048	+	57383032	57385048	2016	3	100	100	100	100	100	100	8.840227	4.909961	5.893658	11.273578	9.65233	10.781109	6	TRUE	100	100	0	1	1	0	2016	2016	Intermediate	NS	NS
ENSG00000010219.15_1_P	ENST00000010132,ENST00000543431	ENSG00000010219.15	DYRK4	chr12	4613511	4613875	+	4613753	4613875	122	3	91.905	88.147	93.272	98.445	91.86	96.631	85.152588	74.666968	85.156809	111.320815	83.455714	93.462504	6	TRUE	95.6453333333333	91.108	-4.53733333333332	0.146827171961474	1	0.833193566075631	122	1549	Proximal	NS	NS
ENSG00000010219.15_2_D	ENST00000010132,ENST00001135047	ENSG00000010219.15	DYRK4	chr12	4613511	4614051	+	4613753	4614051	298	3	6.63	10.276	4.174	0	4.734	1.758	6.143252	8.704188	3.810433	0	4.30111	1.700796	5	TRUE	2.164	7.02666666666667	4.86266666666667	0.100570503546477	1	0.997529375397082	122	1549	Intermediate	NS	NS
ENSG00000010219.15_3_D	ENST00000010132,ENST00001135047	ENSG00000010219.15	DYRK4	chr12	4613511	4615302	+	4613753	4615302	1549	3	1.464	1.578	2.555	1.555	3.406	1.611	1.356801	1.336465	2.332633	1.758756	3.094235	1.557947	6	TRUE	2.19066666666667	1.86566666666667	-0.325	0.672263630940316	1	0.172460383181052	122	1549	Distal	NS	NS
ENSG00000008282.12_1_D	ENST00000011473	ENSG00000008282.12	SYPL1	chr7	106090503	106091939	-	106090503	106091804	1301	2	82.917	100	100	100	100	100	53.978538	19.8966	38.416459	66.700741	21.354607	29.764113	6	TRUE	100	94.3056666666667	-5.69433333333333	0.422649730810374	1	0.37401940329452	1301	1301	Intermediate	NS	NS
ENSG00000015568.15_2_D	ENST00000016946	ENSG00000015568.15	RGPD5	chr2	109855861	109857693	+	109855896	109857693	1797	2	100	100	100	100	NA	NA	56.779126	66.091437	61.709212	38.362011	0	0	4	TRUE	100	100	0	NA	NA	NA	1797	1797	Intermediate	NS	NS
ENSG00000017797.15_4_D	ENST00000019317	ENSG00000017797.15	RALBP1	chr18	9535670	9538114	+	9535937	9538114	2177	4	18.923	19.798	10.293	18.495	36.747	21.714	2.192161	2.553264	1.841869	2.485577	4.353827	2.605381	6	TRUE	25.652	16.338	-9.314	0.238983530402059	1	0.621632027511957	288	2177	Distal	NS	NS
ENSG00000017797.15_1_P	ENST00000019317,ENST00000922000	ENSG00000017797.15	RALBP1	chr18	9535670	9536225	+	9535937	9536225	288	4	0	0	27.676	17.406	18.836	14.984	0	0	4.952563	2.339116	2.231715	1.797901	4	TRUE	17.0753333333333	9.22533333333333	-7.85	0.485006163151134	1	0.314252742623464	288	2177	Proximal	NS	NS
ENSG00000017797.15_3_D	ENST00000019317,ENST00000922000	ENSG00000017797.15	RALBP1	chr18	9535670	9537603	+	9535937	9537603	1666	4	81.077	80.202	62.031	64.099	44.417	63.301	9.392668	10.343474	11.100287	8.614163	5.262686	7.595168	6	TRUE	57.2723333333333	74.4366666666667	17.1643333333333	0.127338983379854	1	0.895038621680298	288	2177	Intermediate	NS	NS
ENSG00000019549.14_2_P	ENST00000020945	ENSG00000019549.14	SNAI2	chr8	48917767	48918988	-	48917767	48918806	1039	2	100	100	100	100	100	100	1.489699	1.890801	2.788242	0.819803	1.643965	0.111351	4	TRUE	100	100	0	1	1	0	1039	1039	Intermediate	NS	NS
ENSG00000022277.15_1_P	ENST00000023939,ENST00000395881,ENST00000886933,ENST00000989055,ENST00001132749	ENSG00000022277.15	RTF2	chr20	56518086	56518887	+	56518265	56518887	622	2	99.869	99.532	99.736	99.753	100	99.618	112.425842	97.166589	114.583243	100.400824	91.642192	115.997364	6	TRUE	99.7903333333333	99.7123333333333	-0.078000000000003	0.628085923943331	1	0.201980939476422	622	622	Intermediate	NS	NS
ENSG00000022567.12_1_D	ENST00000024061,ENST00000517878,ENST00000519067	ENSG00000022567.12	SLC45A4	chr8	141207165	141212556	-	141207165	141211441	4276	3	34.425	51.978	74.411	63.78	84.805	80.816	1.311083	2.053931	2.877749	3.055396	3.860507	3.475091	6	TRUE	76.467	53.6046666666667	-22.8623333333333	0.178933027344078	1	0.747309490235098	744	4276	Distal	NS	NS
ENSG00000022567.12_3_P	ENST00000024061,ENST00000517878,ENST00000519067	ENSG00000022567.12	SLC45A4	chr8	141210697	141212556	-	141210697	141211441	744	3	65.575	48.022	0	0	0	0	2.497433	1.897645	0	0	0	0	2	TRUE	0	37.8656666666667	37.8656666666667	0.193079772105125	1	0.714263222457163	744	4276	Proximal	NS	NS
ENSG00000027847.16_3_D	ENST00000029410,ENST00000966181	ENSG00000027847.16	B4GALT7	chr5	177609539	177610347	+	177609695	177610347	652	3	66.19	100	79.685	54.07	74.168	71.753	15.334073	22.498782	17.895993	10.681695	18.702102	14.934881	6	TRUE	66.6636666666667	81.9583333333333	15.2946666666667	0.271836019699747	1	0.5656929974917	339	652	Distal	NS	NS
ENSG00000027847.16_1_P	ENST00000029410,ENST00000966181,ENST00000871350	ENSG00000027847.16	B4GALT7	chr5	177609539	177610034	+	177609695	177610034	339	3	33.81	0	20.315	17.144	25.832	28.247	7.832784	0	4.562485	3.386832	6.513898	5.879442	5	TRUE	23.741	18.0416666666667	-5.69933333333333	0.628972257703328	1	0.201368509709049	339	652	Proximal	NS	NS
ENSG00000031003.13_1_D	ENST00000033079	ENSG00000031003.13	FAM13B	chr5	137937959	137940348	-	137937959	137940224	2265	4	74.636	100	50.91	89.582	76.782	60.671	35.755088	42.02665	46.379713	49.266898	57.104955	50.824047	6	TRUE	75.6783333333333	75.182	-0.496333333333325	0.977702452326185	1	0.0097932954929124	53	2265	Distal	NS	NS
ENSG00000031003.13_3_D	ENST00000033079	ENSG00000031003.13	FAM13B	chr5	137939752	137940348	-	137939752	137940224	472	4	0	0	14.869	0	0	7.177	0	0	13.545533	0	0	6.012528	2	TRUE	2.39233333333333	4.95633333333333	2.564	0.674216094698345	1	0.171200884334702	53	2265	Intermediate	NS	NS
ENSG00000031003.13_4_P	ENST00000033079	ENSG00000031003.13	FAM13B	chr5	137940171	137940348	-	137940171	137940224	53	4	25.364	0	34.221	10.418	23.218	32.151	12.150978	0	31.175482	5.729434	17.267808	26.932979	5	TRUE	21.929	19.8616666666667	-2.06733333333334	0.87358897906971	1	0.0586928535305947	53	2265	Proximal	NS	NS
ENSG00000031823.16_1_D	ENST00000034275	ENSG00000031823.16	RANBP3	chr19	5916138	5917653	-	5916138	5917609	1471	2	23.279	27.229	26.71	26.694	33.187	28.294	9.681434	11.398524	11.793503	14.141222	14.980389	12.77317	6	TRUE	29.3916666666667	25.7393333333333	-3.65233333333333	0.202118416765357	1	0.694394112337438	288	1471	Distal	NS	NS
ENSG00000031823.16_2_P	ENST00000034275	ENSG00000031823.16	RANBP3	chr19	5917321	5917653	-	5917321	5917609	288	2	76.721	72.771	73.29	73.306	66.813	71.706	31.907525	30.463618	32.361131	38.834786	30.158889	32.37185	6	TRUE	70.6083333333333	74.2606666666667	3.65233333333333	0.202118416765357	1	0.694394112337438	288	1471	Proximal	NS	NS
ENSG00000035141.12_1_D	ENST00000037869,ENST00001074105,ENST00001137611,ENST00000910310	ENSG00000035141.12	FAM136A	chr2	70295975	70297507	-	70295975	70297288	1313	3	48.158	54.995	58.225	42.885	48.025	44.243	56.169286	49.298734	50.864364	47.452576	36.595722	28.393407	6	TRUE	45.051	53.7926666666667	8.74166666666667	0.0792649411349378	1	1.10091885856312	19	1313	Distal	NS	NS
ENSG00000035141.12_3_P	ENST00000037869,ENST00001074105,ENST00001137611,ENST00000910310	ENSG00000035141.12	FAM136A	chr2	70297269	70297507	-	70297269	70297288	19	3	51.842	45.005	41.775	57.115	51.975	55.757	60.466284	40.343067	36.493643	63.198605	39.605253	35.782917	6	TRUE	54.949	46.2073333333333	-8.74166666666667	0.0792649411349378	1	1.10091885856312	19	1313	Proximal	NS	NS
ENSG00000037757.16_1_P	ENST00000040663	ENSG00000037757.16	MRI1	chr19	13772120	13772866	+	13772281	13772866	585	2	0	0	0	14.322	14.254	31.621	0	0	0	1.096775	1.561021	2.884624	3	TRUE	20.0656666666667	0	-20.0656666666667	0.0738431513528938	1	1.13168977750262	585	2001	Proximal	NS	NS
ENSG00000037757.16_2_D	ENST00000040663	ENSG00000037757.16	MRI1	chr19	13772120	13774282	+	13772281	13774282	2001	2	100	100	100	85.678	85.746	68.379	7.857863	10.406665	10.321617	6.56134	9.390652	6.237821	6	TRUE	79.9343333333333	100	20.0656666666667	0.0738431513528938	1	1.13168977750262	585	2001	Distal	NS	NS
ENSG00000059588.12_1_D	ENST00000040877,ENST00001046691,ENST00001145908	ENSG00000059588.12	TARBP1	chr1	234391312	234391745	-	234391312	234391576	264	2	11.907	15.126	58.302	28.992	24.055	37.036	4.099645	6.369488	12.837042	9.673876	21.737936	15.981407	6	TRUE	30.0276666666667	28.445	-1.58266666666667	0.926702985627587	1	0.033059437777962	199	264	Distal	NS	NS
ENSG00000059588.12_2_P	ENST00000040877,ENST00001046691,ENST00001145908	ENSG00000059588.12	TARBP1	chr1	234391377	234391745	-	234391377	234391576	199	2	88.093	84.874	41.698	71.008	75.945	62.964	30.329862	35.739872	9.181114	23.693727	68.630428	27.169125	6	TRUE	69.9723333333333	71.555	1.58266666666668	0.926702985627586	1	0.0330594377779623	199	264	Proximal	NS	NS
ENSG00000041357.18_2_D	ENST00000044462	ENSG00000041357.18	PSMA4	chr15	78548789	78549262	+	78548944	78549262	318	2	70.559	94.324	100	61.405	100	31.639	335.854241	432.361976	440.753702	327.648615	526.065342	173.23738	6	TRUE	64.348	88.2943333333333	23.9463333333333	0.356497599945753	1	0.447943389609659	288	318	Distal	NS	NS
ENSG00000041357.18_1_P	ENST00000044462,ENST00000558341,ENST00000559082,ENST00000992531,ENST00001062648,ENST00001062652,ENST00001062661,ENST00001136214,ENST00000992532	ENSG00000041357.18	PSMA4	chr15	78548789	78549232	+	78548944	78549232	288	2	29.441	5.676	0	38.595	0	68.361	140.134335	26.018019	0	205.938541	0	374.314539	4	TRUE	35.652	11.7056666666667	-23.9463333333333	0.356497599945753	1	0.447943389609659	288	318	Proximal	NS	NS
ENSG00000047932.16_1_D	ENST00000052569	ENSG00000047932.16	GOPC	chr6	117560268	117563384	-	117560268	117563253	2985	2	100	100	100	100	100	100	43.207018	45.753576	51.306978	56.887335	48.020314	45.367539	6	TRUE	100	100	0	1	1	0	2985	2985	Intermediate	NS	NS
ENSG00000048544.9_1_S	ENST00000053468,ENST00000997264	ENSG00000048544.9	MRPS10	chr6	42206800	42208394	-	42206800	42208250	1450	2	100	100	100	100	100	100	21.548956	14.413668	16.66434	22.278397	13.957722	15.240871	6	TRUE	100	100	0	1	1	0	1450	1595	Proximal	NS	NS
ENSG00000049541.13_1_D	ENST00000055077,ENST00001065366,ENST00001142870	ENSG00000049541.13	RFC2	chr7	74231498	74232216	-	74231498	74232088	590	2	6.515	10.537	1.575	4.099	8.219	13.913	1.404542	1.889398	0.452024	1.047626	1.763184	2.71371	5	TRUE	8.74366666666667	6.209	-2.53466666666667	0.546427411613999	1	0.262467522331476	425	590	Distal	NS	NS
ENSG00000049541.13_2_P	ENST00000055077,ENST00001065366,ENST00001142870	ENSG00000049541.13	RFC2	chr7	74231663	74232216	-	74231663	74232088	425	2	93.485	89.463	98.425	95.901	91.781	86.087	20.154434	16.041065	28.253639	24.508439	19.689587	16.791687	6	TRUE	91.2563333333333	93.791	2.53466666666667	0.546427411613999	1	0.262467522331477	425	590	Proximal	NS	NS
ENSG00000050030.17_1_D	ENST00000055682,ENST00000642681	ENSG00000050030.17	NEXMIF	chrX	74732855	74744477	-	74732855	74739404	6549	2	100	100	100	100	100	100	3.284936	6.908317	8.440228	4.243708	7.781546	11.089563	6	TRUE	100	100	0	1	1	0	6549	6549	Intermediate	NS	NS
ENSG00000050344.11_1_S	ENST00000056233	ENSG00000050344.11	NFE2L3	chr7	26184532	26187125	+	26185783	26187125	1342	2	100	100	100	100	100	100	0.265483	1.409104	0.366428	0.298112	1.383339	0.199522	2	TRUE	100	100	0	1	1	0	510	1342	Distal	NS	NS
ENSG00000052723.14_1_D	ENST00000060969	ENSG00000052723.14	SIKE1	chr1	114769478	114774372	-	114769478	114774270	4792	3	100	100	71.107	88.918	88.048	58.879	24.844376	19.957565	30.003648	29.146858	18.609966	27.214344	6	TRUE	78.615	90.369	11.754	0.442106982686738	1	0.354472625744723	1496	4792	Distal	NS	NS
ENSG00000052723.14_2_D	ENST00000060969	ENSG00000052723.14	SIKE1	chr1	114771829	114774372	-	114771829	114774270	2441	3	0	0	14.705	0	0	15.425	0	0	6.204964	0	0	7.129685	2	TRUE	5.14166666666667	4.90166666666667	-0.24	0.974670759202908	1	0.0111420628748363	1496	4792	Intermediate	NS	NS
ENSG00000052723.14_3_P	ENST00000060969	ENSG00000052723.14	SIKE1	chr1	114772774	114774372	-	114772774	114774270	1496	3	0	0	14.188	11.082	11.952	25.696	0	0	5.986489	3.63254	2.526083	11.876913	4	TRUE	16.2433333333333	4.72933333333333	-11.514	0.160390547450657	1	0.794821230259999	1496	4792	Proximal	NS	NS
ENSG00000054967.15_2_D	ENST00000064780	ENSG00000054967.15	RELT	chr11	73395443	73397003	+	73395491	73397003	1512	3	0	22.223	42.427	24.533	13.411	18.805	0	2.558504	3.940073	2.149992	1.897033	1.949188	5	TRUE	18.9163333333333	21.55	2.63366666666667	0.852451016934926	1	0.0693305668059016	1149	1983	Intermediate	NS	NS
ENSG00000054967.15_3_D	ENST00000064780	ENSG00000054967.15	RELT	chr11	73395443	73397474	+	73395491	73397474	1983	3	30.845	17.531	13.184	21.266	28.636	25.762	1.862913	2.018304	1.224401	1.863617	4.050556	2.67022	6	TRUE	25.2213333333333	20.52	-4.70133333333333	0.479517205669903	1	0.319195805191051	1149	1983	Distal	NS	NS
ENSG00000054967.15_1_P	ENST00000064780,ENST00000857846	ENSG00000054967.15	RELT	chr11	73395443	73396640	+	73395491	73396640	1149	3	69.155	60.246	44.389	54.201	57.953	55.433	4.176723	6.936066	4.122288	4.749927	8.197455	5.7457	6	TRUE	55.8623333333333	57.93	2.06766666666667	0.803244454417137	1	0.0951522641260864	1149	1983	Proximal	NS	NS
ENSG00000057294.20_1_D	ENST00000070846,ENST00000700559,ENST00000995885	ENSG00000057294.20	PKP2	chr12	32790744	32792492	-	32790744	32792278	1534	2	100	100	100	100	100	100	4.880372	4.40256	3.642715	5.756279	5.968574	4.539405	6	TRUE	100	100	0	1	1	0	1534	1534	Intermediate	NS	NS
ENSG00000088256.10_1_P	ENST00000078429	ENSG00000088256.10	GNA11	chr19	3120988	3121472	+	3121179	3121472	293	2	44.469	41.319	49.07	40.828	40.925	48.835	15.060329	21.893495	23.23481	13.402534	13.692009	17.29066	6	TRUE	43.5293333333333	44.9526666666667	1.42333333333333	0.70393486965035	1	0.152467521340789	293	2825	Proximal	NS	NS
ENSG00000088256.10_2_D	ENST00000078429	ENSG00000088256.10	GNA11	chr19	3120988	3124004	+	3121179	3124004	2825	2	55.531	58.681	50.93	59.172	59.075	51.165	18.80708	31.093373	24.115737	19.424271	19.764707	18.11537	6	TRUE	56.4706666666667	55.0473333333333	-1.42333333333333	0.70393486965035	1	0.152467521340789	293	2825	Distal	NS	NS
ENSG00000063180.11_1_D	ENST00000084798,ENST00000994960,ENST00001143204	ENSG00000063180.11	CA11	chr19	48637941	48638144	-	48637941	48638036	95	2	4.698	3.636	5.444	2.594	0	8.267	1.84556	2.274368	2.409232	0.948691	0	5.328584	4	TRUE	3.62033333333333	4.59266666666667	0.972333333333334	0.731676739806961	1	0.135680751081206	22	95	Distal	NS	NS
ENSG00000063180.11_2_P	ENST00000084798,ENST00000994960,ENST00001143204	ENSG00000063180.11	CA11	chr19	48638014	48638144	-	48638014	48638036	22	2	95.302	96.364	94.556	97.406	100	91.733	37.439688	60.28325	41.849567	35.619791	78.846653	59.130908	6	TRUE	96.3796666666667	95.4073333333333	-0.972333333333324	0.731676739806963	1	0.135680751081205	22	95	Proximal	NS	NS
ENSG00000063245.17_1_P	ENST00000085079,ENST00001127923,ENST00000953604	ENSG00000063245.17	EPN1	chr19	55695147	55695775	+	55695356	55695775	419	3	99.671	99.794	99.826	99.483	99.909	99.854	61.927157	112.130986	80.229781	72.352679	100.633855	63.298529	6	TRUE	99.7486666666667	99.7636666666667	0.0150000000000006	0.92371901405833	1	0.0344601166611909	419	419	Intermediate	NS	NS
ENSG00000021776.13_1_D	ENST00000156471	ENSG00000021776.13	AQR	chr15	34851781	34857106	-	34851781	34856791	5010	3	21.197	22.789	34.398	19.223	33.837	30.262	4.482374	3.914686	6.844703	5.259416	5.014415	6.276004	6	TRUE	27.774	26.128	-1.646	0.799214506854063	1	0.0973366416620918	292	5010	Distal	NS	NS
ENSG00000021776.13_2_D	ENST00000156471	ENSG00000021776.13	AQR	chr15	34856350	34857106	-	34856350	34856791	441	3	78.803	77.211	0	0	0	69.738	16.663567	13.263398	0	0	0	14.462919	3	TRUE	23.246	52.0046666666667	28.7586666666667	0.45653769247934	1	0.340523360605003	292	5010	Intermediate	NS	NS
ENSG00000021776.13_3_P	ENST00000156471	ENSG00000021776.13	AQR	chr15	34856499	34857106	-	34856499	34856791	292	3	0	0	65.602	80.777	66.163	0	0	0	13.054065	22.100096	9.805017	0	3	TRUE	48.98	21.8673333333333	-27.1126666666667	0.459437237402918	1	0.337773808132678	292	5010	Proximal	NS	NS
ENSG00000071282.14_1_P	ENST00000157600	ENSG00000071282.14	LMCD1	chr3	8567439	8568120	+	8567598	8568120	522	2	98.811	95.347	96.504	98.309	97.751	94.644	34.321433	6.237156	11.403257	39.336686	10.892908	7.496859	6	TRUE	96.9013333333333	96.8873333333333	-0.01400000000001	0.993136224619141	1	0.00299117693994216	522	522	Intermediate	NS	NS
ENSG00000072849.13_1_D	ENST00000158771,ENST00000984608,ENST00001140526	ENSG00000072849.13	DERL2	chr17	5471253	5474789	-	5471253	5474683	3430	2	18.032	29.996	31.509	22.245	27.422	36.479	15.448393	14.194134	20.079243	20.387807	15.231989	21.761722	6	TRUE	28.7153333333333	26.5123333333333	-2.203	0.73022668426587	1	0.136542300915631	394	3430	Distal	NS	NS
ENSG00000050820.19_1_D	ENST00000162330	ENSG00000050820.19	BCAR1	chr16	75228186	75230023	-	75228186	75229510	1324	3	4.272	5.232	4.612	4.7	4.641	2.815	1.147037	2.018338	1.294591	1.545681	1.448975	0.525923	5	TRUE	4.052	4.70533333333333	0.653333333333334	0.412036787951883	1	0.38506400704635	419	1324	Distal	NS	NS
ENSG00000066455.15_2_D	ENST00000163416	ENSG00000066455.15	GOLGA5	chr14	92839365	92839963	+	92839446	92839963	517	2	100	100	100	100	100	100	76.199361	48.84377	58.76716	69.452798	53.131673	48.384116	6	TRUE	100	100	0	1	1	0	517	517	Intermediate	NS	NS
ENSG00000069424.17_1_S	ENST00000164247	ENSG00000069424.17	KCNAB2	chr1	6098484	6101193	+	6098574	6101193	2619	2	100	100	100	100	100	100	1.695012	3.30701	2.529286	2.873833	5.133614	3.302629	6	TRUE	100	100	0	1	1	0	2619	2619	Intermediate	NS	NS
ENSG00000070404.12_1_P	ENST00000166139	ENSG00000070404.12	FSTL3	chr19	681649	682050	+	681708	682050	342	2	27.821	48.798	0	30.042	51.674	51.747	1.460914	2.646922	0	1.448011	2.867102	1.674891	5	TRUE	44.4876666666667	25.5396666666667	-18.948	0.318908871224912	1	0.496333399633052	342	1691	Proximal	NS	NS
ENSG00000070404.12_2_D	ENST00000166139	ENSG00000070404.12	FSTL3	chr19	681649	683399	+	681708	683399	1691	2	72.179	51.202	100	69.958	48.326	48.253	3.790228	2.77735	2.34992	3.371891	2.681385	1.561805	6	TRUE	55.5123333333333	74.4603333333333	18.948	0.318908871224911	1	0.496333399633053	342	1691	Distal	NS	NS
ENSG00000071539.16_2_D	ENST00000166345	ENSG00000071539.16	TRIP13	chr5	917007	917911	+	917103	917911	808	5	92.446	0	0	0	28.148	0	12.7316	0	0	0	4.75859	0	2	TRUE	9.38266666666667	30.8153333333333	21.4326666666667	0.564798409735149	1	0.24810653476826	808	1017	Proximal	NS	NS
ENSG00000071539.16_3_D	ENST00000166345	ENSG00000071539.16	TRIP13	chr5	917007	917962	+	917103	917962	859	5	0	84.471	78.039	58.649	55.013	53.605	0	14.122045	12.187864	8.500042	9.300303	7.917596	5	TRUE	55.7556666666667	54.17	-1.58566666666666	0.958769519812178	1	0.0182857810503475	808	1017	Intermediate	NS	NS
ENSG00000071539.16_4_D	ENST00000166345	ENSG00000071539.16	TRIP13	chr5	917007	918049	+	917103	918049	946	5	0	15.529	0	41.351	16.839	0	0	2.596076	0	5.992963	2.846771	0	3	TRUE	19.3966666666667	5.17633333333333	-14.2203333333333	0.36364576861898	1	0.439321461512372	808	1017	Intermediate	NS	NS
ENSG00000071539.16_5_D	ENST00000166345	ENSG00000071539.16	TRIP13	chr5	917007	918120	+	917103	918120	1017	5	7.554	0	21.961	0	0	46.395	1.040341	0	3.429718	0	0	6.85258	3	TRUE	15.465	9.83833333333333	-5.62666666666667	0.761574350208568	1	0.118287691396782	808	1017	Distal	NS	NS
ENSG00000072682.22_1_D	ENST00000166534,ENST00001041882,ENST00001041883,ENST00001041890,ENST00001041894	ENSG00000072682.22	P4HA2	chr5	132191837	132193080	-	132191837	132193009	1172	3	14.789	42.298	46.872	15.391	21.218	0	1.134866	3.927464	3.473963	1.742788	3.155754	0	5	TRUE	12.203	34.653	22.45	0.144140144075031	1	0.841215048178062	400	1172	Distal	NS	NS
ENSG00000072682.22_3_P	ENST00000166534,ENST00001041882,ENST00001041883,ENST00001041890,ENST00001041894	ENSG00000072682.22	P4HA2	chr5	132192609	132193080	-	132192609	132193009	400	3	85.211	57.702	53.128	84.609	78.782	71.707	6.538608	5.357839	3.937632	9.580682	11.717199	3.37616	6	TRUE	78.366	65.347	-13.019	0.324147131435865	1	0.489257817365373	400	1172	Proximal	NS	NS
ENSG00000075336.14_3_D	ENST00000169551,ENST00001120831,ENST00001132428,ENST00001095962	ENSG00000075336.14	TIMM21	chr18	74158375	74158962	+	74158480	74158962	482	3	100	0	100	100	100	100	62.555557	0	46.808726	71.684213	42.6289	55.296132	5	TRUE	100	66.6666666666667	-33.3333333333333	0.422649730810374	1	0.37401940329452	482	482	Intermediate	NS	NS
